time,stage,stage_solid_fuel,stage_liquid_fuel,altitude,vertical_speed,ground_speed,air_speed,orbital_velocity,apoapsis,periapsis,apoapsis_eta,q_kpa,mass,max_thrust,available_thrust,max_twr,available_twr,throttle,target_pitch,trajectory_pitch,aoa
167132.969633689,4,1179.89343253771,0,91.2069440747146,4.28932132483662,0.00863486112309025,4.28933001627583,175.009748492544,81.6174587792484,-598435.368053408,0.419644859595394,0.00662448162519589,25.3880462646484,703.711853027344,452.134857177734,2.82636732234225,1.81594097089818,1,90,89.8846617913709,0.104153603420218
167133.009633689,4,1178.45072857539,0,91.3881413936615,4.61015756909248,0.00884758077002578,4.61016605899896,175.017746620388,81.94569493155,-598435.369959657,0.4525302195118,0.00791881927465777,25.3772258758545,703.714111328125,452.136291503906,2.82758321571478,1.81672211554652,1,90,89.8900400679721,0.101828242276297
167133.029633689,4,1177.72919289271,0,91.4835555631435,4.77077971559908,0.00893847688575397,4.77078808910441,175.021988692809,82.1186868519289,-598435.370582062,0.468993847014133,0.00861093288533708,25.3718147277832,703.715393066406,452.137115478516,2.82819231625278,1.81711346446043,1,90,89.8926536216023,0.100732686879154
167133.049633689,4,1177.00756049156,0,91.5821870216168,4.9315246137265,0.00901921191003425,4.93153286128906,175.026392838594,82.2976003520889,-598435.370984726,0.48547008113411,0.0093330177147961,25.3664016723633,703.716552734375,452.137878417969,2.82880142899703,1.81750489114217,1,90,89.8952188288107,0.0996469760137123
167133.069633689,4,1176.28584678968,0,91.6840347768739,5.09238499217186,0.00909026370521077,5.09239310554392,175.030958659784,82.4824401737424,-598435.371176829,0.501958177447136,0.0100850863654558,25.3609886169434,703.717895507813,452.138732910156,2.82941156829742,1.81789687250767,1,90,89.8977195007092,0.0985579696946043
167133.089633689,4,1175.56406482061,0,91.7891011621105,5.25335427515819,0.00915171265391171,5.25336224661571,175.03568612128,82.6732106273994,-598435.371160932,0.518457462832373,0.0108671462216473,25.3555755615234,703.719177246094,452.139556884766,2.83002175301761,1.81828891801844,1,90,89.9001977504909,0.0974578157055528
167133.109633689,4,1174.84222547213,0,91.8973899425473,5.41442689764121,0.0092055597575942,5.41443472324035,175.040573226142,82.8699158995878,-598435.370974922,0.53496736770154,0.0116792106989365,25.3501625061035,703.720520019531,452.140441894531,2.83063247423551,1.81868139599842,1,90,89.9025892205536,0.0964237047140951
167133.129633689,4,1174.1203379631,0,92.0089020137675,5.57559871830834,0.00925319916727644,5.57560639655423,175.045618576757,83.0725608728826,-598435.370646372,0.551487468405014,0.0125212897470481,25.344747543335,703.721984863281,452.141357421875,2.83124419093159,1.81907432084747,1,90,89.9049147115692,0.0954200313540075
167133.149633689,4,1173.39841000239,0,92.1236396037275,5.73686588871267,0.00929368742180256,5.73687341656594,175.050823340604,83.2811500518583,-598435.370156734,0.568017371401481,0.0133934062437113,25.3393325805664,703.723449707031,452.142303466797,2.8318561995201,1.81946755599916,1,90,89.9071783695546,0.0944645681623088
167133.169633689,4,1172.67644810677,0,92.2416037317598,5.89822531464449,0.00932686496766486,5.89823268892668,175.056187922583,83.4956880385289,-598435.369501337,0.584556760428029,0.0142955696069099,25.3339195251465,703.724914550781,452.143218994141,2.8324682869462,1.81986071898021,1,90,89.9093982211326,0.0934699205814431
167133.189633689,4,1171.95445768038,0,92.3627967701759,6.05967441174188,0.00935269806062351,6.05968162936637,175.061712611408,83.7161798269954,-598435.368677697,0.601105371485573,0.0152278064218324,25.3285045623779,703.726440429688,452.144256591797,2.83308112554879,1.82025469810878,1,90,89.9115686100673,0.0924995612558098
167133.209633689,4,1171.2324432532,0,92.4872211964102,6.22121108719686,0.00937155356792233,6.22121814578764,175.067397058621,83.9426302424399,-598435.367694905,0.617662990928864,0.0161901349225574,25.3230895996094,703.727996826172,452.145248413086,2.83369437965193,1.82064868101441,1,90,89.9136883517554,0.0915207540930238
167133.229633688,4,1170.51040863991,0,92.6148782966193,6.38283308267559,0.00938630914167853,6.38283998421528,175.073238329285,84.17504387605,-598435.366608209,0.634229388048936,0.017182580573082,25.3176727294922,703.729614257813,452.146270751953,2.83430838597317,1.82104311217642,1,90,89.9157471879501,0.0905690699430563
167133.249633688,4,1169.78826832771,0,92.7457698732615,6.54458314693431,0.00939828455056856,6.54458989508809,175.079236358195,84.413456090726,-598435.365451402,0.650808945370898,0.0182051633303279,25.3122577667236,703.731262207031,452.147338867188,2.83492259497571,1.82143777895096,1,90,89.917728374976,0.0896601694674437
167133.269633688,4,1169.06612801552,0,92.8798990781652,6.70640846235737,0.00940589146547691,6.70641505834323,175.085391763985,84.6578385450412,-598435.364183147,0.667396250102229,0.0192579473391477,25.3068408966064,703.732971191406,452.148406982422,2.83553755706742,1.82183277159278,1,90,89.9196395134872,0.0887848564487538
167133.289633688,4,1168.34398770332,0,93.017264772323,6.8683096532923,0.00940818195679874,6.8683160969329,175.091705696616,84.9081970035331,-598435.362786685,0.683991367159763,0.0203409520024688,25.3014259338379,703.734741210938,452.149566650391,2.83615284525391,1.8222281846271,1,90,89.9215193644331,0.0879237826734933
167133.309633688,4,1167.62184739113,0,93.1578710079193,7.03028645714872,0.00940627886262026,7.03029274978292,175.098177228111,85.1645364775322,-598435.361281943,0.70059427046408,0.0214542019394943,25.2960090637207,703.736541748047,452.15071105957,2.83676876441897,1.8226238625574,1,90,89.9233391155338,0.0870794196127777
167133.329633688,4,1166.89970707893,0,93.3017169757513,7.19233886433774,0.00939755107813651,7.1923450037821,175.104809570883,85.42686230049,-598435.359614703,0.717204960049969,0.0225977359615838,25.2905921936035,703.738342285156,452.15185546875,2.83738497806913,1.82301972967286,1,90,89.9251418605699,0.086191740051904
167133.349633688,4,1166.17756676674,0,93.4488064742181,7.35446708693797,0.0093817189345734,7.35447307082595,175.111603058118,85.6951799645321,-598435.357782574,0.733823458555605,0.0237715731901301,25.285177230835,703.740234375,452.153076171875,2.83800164155794,1.8234159562454,1,90,89.9269158505663,0.0852969873876659
167133.369633688,4,1165.45542645454,0,93.5991398831829,7.51667084282288,0.00936209856951493,7.51667667312043,175.118554369562,85.9694944968214,-598435.355848371,0.750449737800579,0.0249757469479092,25.2797603607178,703.742126464844,452.154296875,2.83861881409707,1.82381250989147,1,90,89.9286391843705,0.0843936741211021
167133.389633688,4,1164.73328614235,0,93.752719537355,7.67895048501066,0.00933983279457191,7.67895616498245,175.12566246229,86.2498112857575,-598435.353834516,0.767083834794789,0.0262102962965044,25.2743453979492,703.744110107422,452.155563354492,2.83923643701244,1.8242093002782,1,90,89.9303149287256,0.0835163881474944
167133.409633688,4,1164.01114583015,0,93.9095443536062,7.84130558311146,0.00931418778753057,7.84131111497492,175.132928242979,86.5361356924986,-598435.35172782,0.783725706348321,0.0274752430837795,25.268928527832,703.74609375,452.156860351563,2.8398545697136,1.82460654133718,1,90,89.9319357159981,0.08265975585466
167133.429633688,4,1163.28900551796,0,94.0696202088147,8.00373656965866,0.00929130028451872,8.00374196265422,175.140345226735,86.8284729251172,-598435.34964846,0.800375397354685,0.0287706271104727,25.2635135650635,703.748107910156,452.158142089844,2.84047290699868,1.82500377315263,1,90,89.9334908240764,0.0818290989508525
167133.449633688,4,1162.56686520576,0,94.2329440112226,8.1662435445124,0.00926241003821051,8.16624879736899,175.14792329997,87.1268288841238,-598435.347422472,0.817032919406699,0.0300964813009697,25.2580966949463,703.750183105469,452.159484863281,2.84109200111844,1.82540157930215,1,90,89.9350205546036,0.0809839856663994
